,Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
3996,FORT WALTON BEACH MEDICAL CENTER,100223,FL,READM-30-PN-HRRP,337,1.0415,20.0,19.2,70.0,07/01/2010,06/30/2013
12403,PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-PN-HRRP,337,0.9002,14.3,15.8,42.0,07/01/2010,06/30/2013
7859,UPMC PASSAVANT,390107,PA,READM-30-PN-HRRP,337,0.984,16.9,17.2,56.0,07/01/2010,06/30/2013
2575,EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-COPD-HRRP,337,1.0704,23.7,22.1,85.0,07/01/2010,06/30/2013
11557,IU HEALTH WEST HOSPITAL,150158,IN,READM-30-COPD-HRRP,337,0.9245,19.8,21.5,61.0,07/01/2010,06/30/2013
4880,KISHWAUKEE COMMUNITY HOSPITAL,140286,IL,READM-30-HF-HRRP,337,1.0265,21.8,21.2,75.0,07/01/2010,06/30/2013
9954,TWIN COUNTY REGIONAL HOSPITAL,490115,VA,READM-30-PN-HRRP,337,0.9551,16.5,17.3,53.0,07/01/2010,06/30/2013
1912,NORTHERN LOUISIANA MEDICAL CENTER,190086,LA,READM-30-PN-HRRP,338,1.089,17.7,16.3,65.0,07/01/2010,06/30/2013
7096,ESSENTIA HEALTH-FARGO,350070,ND,READM-30-HF-HRRP,338,0.9941,21.4,21.5,72.0,07/01/2010,06/30/2013
1012,SAN GABRIEL VALLEY MEDICAL CENTER,50132,CA,READM-30-PN-HRRP,338,1.1282,22.3,19.8,83.0,07/01/2010,06/30/2013
13013,SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,READM-30-PN-HRRP,338,0.8681,14.3,16.5,40.0,07/01/2010,06/30/2013
682,PALMETTO GENERAL HOSPITAL,100187,FL,READM-30-AMI-HRRP,338,1.151,23.6,20.5,88.0,07/01/2010,06/30/2013
6471,QUEEN OF THE VALLEY MEDICAL CENTER,50009,CA,READM-30-HIP-KNEE-HRRP,338,1.0029,5.9,5.9,20.0,07/01/2010,06/30/2013
2276,MEMORIAL HOSPITAL OF CARBONDALE,140164,IL,READM-30-COPD-HRRP,338,1.0778,23.5,21.8,85.0,07/01/2010,06/30/2013
828,SARATOGA HOSPITAL,330222,NY,READM-30-HF-HRRP,338,1.1398,27.2,23.9,100.0,07/01/2010,06/30/2013
6532,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,310010,NJ,READM-30-COPD-HRRP,338,1.0019,20.4,20.3,69.0,07/01/2010,06/30/2013
12235,QUEEN OF THE VALLEY MEDICAL CENTER,50009,CA,READM-30-PN-HRRP,338,0.9059,16.9,18.6,51.0,07/01/2010,06/30/2013
709,BANNER DESERT MEDICAL CENTER,30065,AZ,READM-30-COPD-HRRP,338,1.149,23.8,20.7,91.0,07/01/2010,06/30/2013
11601,JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,GA,READM-30-PN-HRRP,338,0.9233,15.0,16.2,46.0,07/01/2010,06/30/2013
271,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,390030,PA,READM-30-HF-HRRP,338,1.2148,26.1,21.5,100.0,07/01/2010,06/30/2013
869,GRIFFIN HOSPITAL,70031,CT,READM-30-HF-HRRP,338,1.1371,25.0,21.9,92.0,07/01/2010,06/30/2013
11005,BANNER GOOD SAMARITAN MEDICAL CENTER,30002,AZ,READM-30-HIP-KNEE-HRRP,338,0.9363,4.8,5.1,15.0,07/01/2010,06/30/2013
11658,"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,READM-30-COPD-HRRP,338,0.9218,19.8,21.5,61.0,07/01/2010,06/30/2013
13144,MARION GENERAL HOSPITAL,150011,IN,READM-30-PN-HRRP,339,0.8576,14.4,16.8,40.0,07/01/2010,06/30/2013
1702,SAN JOAQUIN COMMUNITY HOSPITAL,50455,CA,READM-30-COPD-HRRP,339,1.0959,23.0,21.0,85.0,07/01/2010,06/30/2013
3143,ST MARY MEDICAL CENTER,140064,IL,READM-30-COPD-HRRP,339,1.0581,19.4,18.4,70.0,07/01/2010,06/30/2013
3702,EL CENTRO REGIONAL MEDICAL CENTER,50045,CA,READM-30-HF-HRRP,339,1.0467,23.1,22.1,81.0,07/01/2010,06/30/2013
629,ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-PN-HRRP,339,1.1561,20.4,17.6,78.0,07/01/2010,06/30/2013
10902,ST LUKES HOSPITAL,160045,IA,READM-30-AMI-HRRP,339,0.9383,14.2,15.2,45.0,07/01/2010,06/30/2013
990,KETTERING MEDICAL CENTER,360079,OH,READM-30-PN-HRRP,339,1.1298,19.3,17.1,73.0,07/01/2010,06/30/2013
12343,DETAR HOSPITAL NAVARRO,450147,TX,READM-30-PN-HRRP,339,0.9023,15.4,17.0,46.0,07/01/2010,06/30/2013
5573,QUINCY MEDICAL CENTER,220067,MA,READM-30-COPD-HRRP,339,1.016,20.0,19.7,69.0,07/01/2010,06/30/2013
4927,HOLYOKE MEDICAL CENTER,220024,MA,READM-30-PN-HRRP,339,1.0256,17.5,17.1,61.0,07/01/2010,06/30/2013
12923,BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,READM-30-PN-HRRP,339,0.8738,14.1,16.2,40.0,07/01/2010,06/30/2013
7514,MERCY ST VINCENT MEDICAL CENTER,360112,OH,READM-30-COPD-HRRP,339,0.9884,22.1,22.4,74.0,07/01/2010,06/30/2013
12476,IOWA LUTHERAN HOSPITAL,160024,IA,READM-30-HF-HRRP,339,0.8968,18.6,20.8,57.0,07/01/2010,06/30/2013
10579,ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-COPD-HRRP,339,0.9448,19.2,20.3,61.0,07/01/2010,06/30/2013
4703,MERCY HOSPITAL CLERMONT,360236,OH,READM-30-PN-HRRP,339,1.0299,19.8,19.2,69.0,07/01/2010,06/30/2013
10031,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,250100,MS,READM-30-PN-HRRP,339,0.9539,14.7,15.4,47.0,07/01/2010,06/30/2013
3967,WESTCHESTER MEDICAL CENTER,330234,NY,READM-30-HF-HRRP,339,1.042,24.1,23.1,84.0,07/01/2010,06/30/2013
6021,HOLY CROSS HOSPITAL INC,100073,FL,READM-30-AMI-HRRP,339,1.0096,18.1,18.0,62.0,07/01/2010,06/30/2013
3631,SPALDING REGIONAL HOSPITAL,110031,GA,READM-30-HF-HRRP,340,1.0479,22.7,21.7,80.0,07/01/2010,06/30/2013
12094,BON SECOURS MARYVIEW MEDICAL CENTER,490017,VA,READM-30-HIP-KNEE-HRRP,340,0.9098,4.6,5.1,14.0,07/01/2010,06/30/2013
10140,LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,READM-30-HF-HRRP,340,0.952,20.5,21.6,67.0,07/01/2010,06/30/2013
12144,ASPIRUS WAUSAU HOSPITAL,520030,WI,READM-30-PN-HRRP,340,0.9084,16.7,18.4,51.0,07/01/2010,06/30/2013
1398,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,READM-30-COPD-HRRP,340,1.1082,22.7,20.5,85.0,07/01/2010,06/30/2013
12016,COMMUNITY MEMORIAL HOSPITAL,520103,WI,READM-30-HF-HRRP,340,0.9124,19.5,21.3,61.0,07/01/2010,06/30/2013
2030,BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-HF-HRRP,340,1.085,23.6,21.7,85.0,07/01/2010,06/30/2013
8386,SAINT JOSEPH LONDON,180011,KY,READM-30-AMI-HRRP,340,0.9772,17.7,18.1,59.0,07/01/2010,06/30/2013
11015,BLAKE MEDICAL CENTER,100213,FL,READM-30-PN-HRRP,340,0.9361,15.3,16.3,48.0,07/01/2010,06/30/2013
7528,HOLY SPIRIT HOSPITAL,390004,PA,READM-30-AMI-HRRP,340,0.9882,16.4,16.6,55.0,07/01/2010,06/30/2013
9235,EXETER HOSPITAL INC,300023,NH,READM-30-PN-HRRP,340,0.9654,15.9,16.5,52.0,07/01/2010,06/30/2013
8723,METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-PN-HRRP,340,0.9728,18.1,18.7,60.0,07/01/2010,06/30/2013
10940,LONGVIEW REGIONAL MEDICAL CENTER,450702,TX,READM-30-HIP-KNEE-HRRP,340,0.9375,5.0,5.4,16.0,07/01/2010,06/30/2013
1176,OROVILLE HOSPITAL,50030,CA,READM-30-PN-HRRP,340,1.1178,20.9,18.7,78.0,07/01/2010,06/30/2013
748,MERCY HOSPITAL ANDERSON,360001,OH,READM-30-COPD-HRRP,340,1.1457,23.2,20.2,89.0,07/01/2010,06/30/2013
306,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,150088,IN,READM-30-HIP-KNEE-HRRP,340,1.2065,6.7,5.5,26.0,07/01/2010,06/30/2013
13219,BELLIN MEMORIAL HOSPITAL,520049,WI,READM-30-HF-HRRP,340,0.849,18.0,21.2,52.0,07/01/2010,06/30/2013
1219,"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,READM-30-COPD-HRRP,340,1.1158,23.7,21.3,89.0,07/01/2010,06/30/2013
8236,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,150044,IN,READM-30-AMI-HRRP,340,0.9791,18.0,18.4,60.0,07/01/2010,06/30/2013
12184,ST JOSEPH HOSPITAL,200001,ME,READM-30-HIP-KNEE-HRRP,340,0.9074,4.6,5.1,14.0,07/01/2010,06/30/2013
4498,MERCY MEDICAL CENTER INC,210008,MD,READM-30-HF-HRRP,340,1.0332,23.6,22.8,82.0,07/01/2010,06/30/2013
6987,ALTA BATES SUMMIT MEDICAL CENTER,50043,CA,READM-30-COPD-HRRP,340,0.9956,20.7,20.8,70.0,07/01/2010,06/30/2013
11088,COX MEDICAL CENTER BRANSON,260094,MO,READM-30-COPD-HRRP,340,0.9346,21.2,22.7,67.0,07/01/2010,06/30/2013
11691,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-COPD-HRRP,340,0.9209,17.9,19.5,55.0,07/01/2010,06/30/2013
8644,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,READM-30-PN-HRRP,341,0.9738,16.0,16.4,53.0,07/01/2010,06/30/2013
10238,DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,READM-30-AMI-HRRP,341,0.9504,17.8,18.8,58.0,07/01/2010,06/30/2013
10536,BETHESDA  HOSPITAL EAST,100002,FL,READM-30-AMI-HRRP,341,0.9456,17.9,18.9,58.0,07/01/2010,06/30/2013
9173,TRINITY MEDICAL CENTER,10104,AL,READM-30-AMI-HRRP,341,0.9663,16.1,16.6,53.0,07/01/2010,06/30/2013
9213,SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,READM-30-HF-HRRP,341,0.9657,20.8,21.6,69.0,07/01/2010,06/30/2013
2696,PROVIDENCE MEDICAL CENTER,170146,KS,READM-30-COPD-HRRP,341,1.0676,21.1,19.8,77.0,07/01/2010,06/30/2013
1804,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,50766,CA,READM-30-HIP-KNEE-HRRP,341,1.0925,5.4,4.9,20.0,07/01/2010,06/30/2013
6041,VALLEYCARE MEDICAL CENTER,50283,CA,READM-30-HIP-KNEE-HRRP,341,1.0092,4.9,4.9,17.0,07/01/2010,06/30/2013
7401,T J SAMSON COMMUNITY HOSPITAL,180017,KY,READM-30-HF-HRRP,341,0.9901,22.5,22.7,76.0,07/01/2010,06/30/2013
12816,HERRIN HOSPITAL,140011,IL,READM-30-HIP-KNEE-HRRP,341,0.8806,4.8,5.4,14.0,07/01/2010,06/30/2013
6417,TRINITY HOSPITALS,350006,ND,READM-30-COPD-HRRP,341,1.0037,19.9,19.8,68.0,07/01/2010,06/30/2013
12264,SACRED HEART MEDICAL CENTER - RIVERBEND,380102,OR,READM-30-PN-HRRP,341,0.9046,14.6,16.2,44.0,07/01/2010,06/30/2013
11922,MILLS-PENINSULA MEDICAL CENTER,50007,CA,READM-30-PN-HRRP,341,0.9148,15.0,16.4,46.0,07/01/2010,06/30/2013
580,PRINCETON COMMUNITY HOSPITAL,510046,WV,READM-30-HIP-KNEE-HRRP,341,1.1622,6.8,5.9,26.0,07/01/2010,06/30/2013
5979,ST ANTHONY HOSPITAL,370037,OK,READM-30-PN-HRRP,341,1.0102,17.4,17.2,60.0,07/01/2010,06/30/2013
5452,BAPTIST HEALTH PADUCAH,180104,KY,READM-30-HIP-KNEE-HRRP,341,1.018,5.8,5.7,20.0,07/01/2010,06/30/2013
9314,THE MONROE CLINIC,520028,WI,READM-30-PN-HRRP,342,0.9644,16.4,17.0,54.0,07/01/2010,06/30/2013
12528,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,READM-30-HF-HRRP,342,0.8943,18.5,20.7,57.0,07/01/2010,06/30/2013
724,TWIN CITIES COMMUNITY HOSPITAL,50633,CA,READM-30-HIP-KNEE-HRRP,342,1.1476,5.4,4.7,21.0,07/01/2010,06/30/2013
12488,ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,READM-30-HIP-KNEE-HRRP,342,0.8962,5.0,5.5,15.0,07/01/2010,06/30/2013
10987,UTAH VALLEY REGIONAL MEDICAL CENTER,460001,UT,READM-30-AMI-HRRP,342,0.9366,12.4,13.2,39.0,07/01/2010,06/30/2013
4654,NORTHEAST ALABAMA REGIONAL MED CENTER,10078,AL,READM-30-HIP-KNEE-HRRP,342,1.0308,5.1,5.0,18.0,07/01/2010,06/30/2013
1356,METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-HF-HRRP,342,1.1097,26.8,24.1,98.0,07/01/2010,06/30/2013
6296,DOCTORS MEDICAL CENTER - SAN PABLO,50079,CA,READM-30-COPD-HRRP,342,1.0054,21.5,21.4,74.0,07/01/2010,06/30/2013
6325,UNIVERSITY MEDICAL CENTER,450686,TX,READM-30-COPD-HRRP,342,1.005,19.5,19.4,67.0,07/01/2010,06/30/2013
10563,HENRY MAYO NEWHALL  HOSPITAL,50624,CA,READM-30-COPD-HRRP,342,0.9451,21.1,22.4,68.0,07/01/2010,06/30/2013
12334,SOUTH SHORE HOSPITAL,220100,MA,READM-30-AMI-HRRP,342,0.9025,15.3,17.0,47.0,07/01/2010,06/30/2013
9435,SOUTH LAKE HOSPITAL,100051,FL,READM-30-COPD-HRRP,342,0.9628,19.5,20.3,64.0,07/01/2010,06/30/2013
10522,LICKING MEMORIAL HOSPITAL,360218,OH,READM-30-HF-HRRP,342,0.946,20.2,21.4,66.0,07/01/2010,06/30/2013
3039,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,390031,PA,READM-30-COPD-HRRP,342,1.0605,21.8,20.6,79.0,07/01/2010,06/30/2013
3761,REGIONAL MEDICAL CENTER BAYONET POINT,100256,FL,READM-30-AMI-HRRP,342,1.0455,18.6,17.8,66.0,07/01/2010,06/30/2013
626,SAINT MARY'S HEALTH CARE,230059,MI,READM-30-HIP-KNEE-HRRP,342,1.1563,5.7,4.9,22.0,07/01/2010,06/30/2013
2304,SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-HF-HRRP,342,1.0772,22.7,21.1,82.0,07/01/2010,06/30/2013
4821,SSM ST JOSEPH HEALTH CENTER,260005,MO,READM-30-PN-HRRP,343,1.0277,17.9,17.4,63.0,07/01/2010,06/30/2013
1493,CULLMAN REGIONAL MEDICAL CENTER,10035,AL,READM-30-HIP-KNEE-HRRP,343,1.1033,5.6,5.1,21.0,07/01/2010,06/30/2013
6262,LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-COPD-HRRP,343,1.0059,20.0,19.9,69.0,07/01/2010,06/30/2013
6276,TEXOMA MEDICAL CENTER,450324,TX,READM-30-AMI-HRRP,343,1.0057,16.5,16.4,57.0,07/01/2010,06/30/2013
3311,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,220119,MA,READM-30-HF-HRRP,343,1.0548,22.1,21.0,79.0,07/01/2010,06/30/2013
12912,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,50025,CA,READM-30-HIP-KNEE-HRRP,343,0.8746,4.2,4.8,12.0,07/01/2010,06/30/2013
11660,CONWAY MEDICAL CENTER,420049,SC,READM-30-COPD-HRRP,343,0.9218,19.3,20.9,60.0,07/01/2010,06/30/2013
4978,BAPTIST EASLEY HOSPITAL,420015,SC,READM-30-PN-HRRP,343,1.0249,17.9,17.5,63.0,07/01/2010,06/30/2013
1300,OSCEOLA REGIONAL MEDICAL CENTER,100110,FL,READM-30-PN-HRRP,343,1.1117,20.0,18.0,75.0,07/01/2010,06/30/2013
2588,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-PN-HRRP,343,1.0701,18.3,17.1,67.0,07/01/2010,06/30/2013
8935,SCOTLAND MEMORIAL HOSPITAL,340008,NC,READM-30-COPD-HRRP,343,0.9696,19.6,20.2,65.0,07/01/2010,06/30/2013
8231,ROBINSON MEMORIAL HOSPITAL,360078,OH,READM-30-HF-HRRP,343,0.9792,22.5,23.0,76.0,07/01/2010,06/30/2013
7136,CARTERSVILLE MEDICAL CENTER,110030,GA,READM-30-COPD-HRRP,343,0.9937,21.1,21.3,72.0,07/01/2010,06/30/2013
7523,MOSES TAYLOR HOSPITAL,390119,PA,READM-30-HF-HRRP,343,0.9883,21.5,21.7,73.0,07/01/2010,06/30/2013
4195,VIDANT EDGECOMBE HOSPITAL,340107,NC,READM-30-HF-HRRP,343,1.0381,22.7,21.9,80.0,07/01/2010,06/30/2013
11013,MCLAREN - NORTHERN MICHIGAN,230105,MI,READM-30-PN-HRRP,343,0.9362,14.8,15.8,47.0,07/01/2010,06/30/2013
9542,TRINITY HOSPITALS,350006,ND,READM-30-AMI-HRRP,343,0.9614,14.9,15.5,49.0,07/01/2010,06/30/2013
10952,SHANNON MEDICAL CENTER,450571,TX,READM-30-COPD-HRRP,343,0.9373,17.4,18.6,55.0,07/01/2010,06/30/2013
4376,MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-AMI-HRRP,344,1.035,16.3,15.8,58.0,07/01/2010,06/30/2013
6115,BERKELEY MEDICAL CENTER,510008,WV,READM-30-HF-HRRP,344,1.0079,22.5,22.4,78.0,07/01/2010,06/30/2013
12103,POUDRE VALLEY HOSPITAL,60010,CO,READM-30-HF-HRRP,344,0.9096,19.3,21.2,61.0,07/01/2010,06/30/2013
12100,LONG BEACH MEMORIAL MEDICAL CENTER,50485,CA,READM-30-COPD-HRRP,344,0.9097,19.8,21.8,61.0,07/01/2010,06/30/2013
4464,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,IL,READM-30-HF-HRRP,344,1.0335,23.3,22.5,82.0,07/01/2010,06/30/2013
13283,ST MARY'S MEDICAL CENTER,50457,CA,READM-30-HIP-KNEE-HRRP,344,0.8427,4.4,5.2,12.0,07/01/2010,06/30/2013
7833,MINISTRY SAINT JOSEPHS HOSPITAL,520037,WI,READM-30-AMI-HRRP,344,0.9842,15.9,16.2,54.0,07/01/2010,06/30/2013
2311,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,READM-30-AMI-HRRP,344,1.077,20.9,19.4,76.0,07/01/2010,06/30/2013
12459,MERCY HOSPITAL,160029,IA,READM-30-PN-HRRP,344,0.8974,12.8,14.3,38.0,07/01/2010,06/30/2013
12003,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,450779,TX,READM-30-HF-HRRP,344,0.9127,19.2,21.1,61.0,07/01/2010,06/30/2013
178,ALTA BATES SUMMIT MEDICAL CENTER,50043,CA,READM-30-HIP-KNEE-HRRP,344,1.2437,6.1,4.9,25.0,07/01/2010,06/30/2013
6784,MERCY HEALTH SYSTEM CORP,520066,WI,READM-30-HF-HRRP,344,0.9983,21.2,21.3,73.0,07/01/2010,06/30/2013
8073,PARADISE VALLEY HOSPITAL,50024,CA,READM-30-HF-HRRP,344,0.9812,25.6,26.1,87.0,07/01/2010,06/30/2013
1999,SALINE MEMORIAL HOSPITAL,40084,AR,READM-30-PN-HRRP,344,1.0861,16.3,15.0,61.0,07/01/2010,06/30/2013
12030,FEATHER RIVER HOSPITAL,50225,CA,READM-30-PN-HRRP,344,0.9119,16.4,18.0,51.0,07/01/2010,06/30/2013
1196,DAVIS MEMORIAL HOSPITAL,510030,WV,READM-30-PN-HRRP,344,1.1167,17.9,16.0,68.0,07/01/2010,06/30/2013
11931,SHARP CHULA VISTA MEDICAL CENTER,50222,CA,READM-30-COPD-HRRP,344,0.9146,19.7,21.5,61.0,07/01/2010,06/30/2013
6381,WESLEY MEDICAL CENTER,170123,KS,READM-30-COPD-HRRP,344,1.0041,20.0,19.9,69.0,07/01/2010,06/30/2013
7544,ST VINCENT HOSPITAL,220176,MA,READM-30-COPD-HRRP,344,0.988,22.4,22.6,76.0,07/01/2010,06/30/2013
12438,COMMUNITY REGIONAL MEDICAL CENTER,50060,CA,READM-30-HIP-KNEE-HRRP,345,0.8983,5.2,5.8,16.0,07/01/2010,06/30/2013
395,NATIONAL PARK MEDICAL CENTER,40078,AR,READM-30-HF-HRRP,345,1.1878,25.7,21.7,99.0,07/01/2010,06/30/2013
9356,REGIONAL WEST MEDICAL CENTER,280061,NE,READM-30-PN-HRRP,345,0.9639,14.2,14.8,47.0,07/01/2010,06/30/2013
7273,CMC-BLUE RIDGE,340075,NC,READM-30-PN-HRRP,345,0.9918,17.5,17.7,60.0,07/01/2010,06/30/2013
8865,PROCTOR HOSPITAL,140013,IL,READM-30-HF-HRRP,345,0.9705,21.7,22.3,73.0,07/01/2010,06/30/2013
8068,EL CAMINO HOSPITAL,50308,CA,READM-30-COPD-HRRP,345,0.9813,19.8,20.2,67.0,07/01/2010,06/30/2013
4420,SOUTHEAST ALABAMA MEDICAL CENTER,10001,AL,READM-30-HIP-KNEE-HRRP,345,1.0342,5.6,5.4,20.0,07/01/2010,06/30/2013
3565,TEMPLE UNIVERSITY HOSPITAL,390027,PA,READM-30-COPD-HRRP,345,1.0493,21.8,20.8,79.0,07/01/2010,06/30/2013
8317,ADVOCATE CONDELL MEDICAL CENTER,140202,IL,READM-30-HIP-KNEE-HRRP,345,0.9779,5.9,6.0,20.0,07/01/2010,06/30/2013
3778,MEDICAL CENTER OF MCKINNEY,450403,TX,READM-30-PN-HRRP,345,1.0452,20.1,19.2,72.0,07/01/2010,06/30/2013
10469,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,40004,AR,READM-30-AMI-HRRP,345,0.9467,13.9,14.6,45.0,07/01/2010,06/30/2013
6380,MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-COPD-HRRP,345,1.0042,21.4,21.3,74.0,07/01/2010,06/30/2013
10890,PROVIDENCE HOLY FAMILY HOSPITAL,500077,WA,READM-30-COPD-HRRP,345,0.9385,19.3,20.6,62.0,07/01/2010,06/30/2013
13432,MCLAREN - NORTHERN MICHIGAN,230105,MI,READM-30-COPD-HRRP,345,0.8238,15.9,19.3,41.0,07/01/2010,06/30/2013
5699,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,290045,NV,READM-30-PN-HRRP,345,1.0144,17.1,16.9,60.0,07/01/2010,06/30/2013
11701,ST FRANCIS HEALTH CENTER INC,170016,KS,READM-30-PN-HRRP,345,0.9208,15.3,16.6,48.0,07/01/2010,06/30/2013
5939,EMORY UNIVERSITY HOSPITAL,110010,GA,READM-30-AMI-HRRP,345,1.0107,17.2,17.0,60.0,07/01/2010,06/30/2013
7870,RIVER PARK HOSPITAL,440151,TN,READM-30-PN-HRRP,345,0.9839,17.1,17.4,58.0,07/01/2010,06/30/2013
5352,LARGO MEDICAL CENTER,100248,FL,READM-30-PN-HRRP,345,1.0196,18.5,18.1,65.0,07/01/2010,06/30/2013
11803,MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-COPD-HRRP,345,0.9179,19.5,21.3,61.0,07/01/2010,06/30/2013
7902,BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-HF-HRRP,345,0.9835,23.2,23.6,79.0,07/01/2010,06/30/2013
5629,WAYNE MEMORIAL HOSPITAL,110124,GA,READM-30-PN-HRRP,345,1.0153,17.7,17.4,62.0,07/01/2010,06/30/2013
10405,DEKALB MEDICAL CENTER,110076,GA,READM-30-COPD-HRRP,346,0.9478,20.2,21.3,66.0,07/01/2010,06/30/2013
290,MIAMI VALLEY HOSPITAL,360051,OH,READM-30-HIP-KNEE-HRRP,346,1.2095,6.5,5.4,26.0,07/01/2010,06/30/2013
2645,FAUQUIER HOSPITAL,490023,VA,READM-30-COPD-HRRP,346,1.0689,21.4,20.0,79.0,07/01/2010,06/30/2013
2579,MOREHEAD MEMORIAL HOSPITAL,340060,NC,READM-30-PN-HRRP,346,1.0703,17.9,16.7,66.0,07/01/2010,06/30/2013
2657,BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-COPD-HRRP,346,1.0686,23.1,21.6,85.0,07/01/2010,06/30/2013
9244,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,50047,CA,READM-30-PN-HRRP,346,0.9653,15.3,15.9,51.0,07/01/2010,06/30/2013
9257,ST VINCENT HOSPITAL,220176,MA,READM-30-PN-HRRP,346,0.9652,17.1,17.7,57.0,07/01/2010,06/30/2013
7368,BAYLOR MEDICAL CENTER AT IRVING,450079,TX,READM-30-HF-HRRP,346,0.9906,21.5,21.8,74.0,07/01/2010,06/30/2013
7801,HENDRICKS REGIONAL HEALTH,150005,IN,READM-30-PN-HRRP,346,0.9847,16.4,16.7,56.0,07/01/2010,06/30/2013
2360,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,READM-30-PN-HRRP,346,1.0762,17.8,16.5,66.0,07/01/2010,06/30/2013
6259,GOOD SAMARITAN MEDICAL CENTER,100287,FL,READM-30-HF-HRRP,346,1.006,21.6,21.4,75.0,07/01/2010,06/30/2013
7298,TERREBONNE GENERAL MEDICAL CENTER,190008,LA,READM-30-COPD-HRRP,346,0.9916,20.4,20.6,70.0,07/01/2010,06/30/2013
3832,SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-PN-HRRP,346,1.0443,17.7,17.0,64.0,07/01/2010,06/30/2013
12060,NORTHWEST MEDICAL CENTER,30085,AZ,READM-30-HF-HRRP,346,0.9111,19.2,21.0,61.0,07/01/2010,06/30/2013
2396,ST ELIZABETH FLORENCE,180045,KY,READM-30-HF-HRRP,346,1.0751,26.7,24.9,97.0,07/01/2010,06/30/2013
1403,METROPLEX HOSPITAL,450152,TX,READM-30-HF-HRRP,346,1.1079,25.7,23.2,95.0,07/01/2010,06/30/2013
3776,BAPTIST HEALTH CORBIN,180080,KY,READM-30-HF-HRRP,346,1.0453,24.7,23.6,88.0,07/01/2010,06/30/2013
7113,SHANNON MEDICAL CENTER,450571,TX,READM-30-AMI-HRRP,346,0.9939,16.3,16.4,56.0,07/01/2010,06/30/2013
4049,NORTH CYPRESS MEDICAL CENTER,670024,TX,READM-30-HF-HRRP,347,1.0406,25.0,24.0,89.0,07/01/2010,06/30/2013
9804,OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-AMI-HRRP,347,0.9574,16.8,17.6,56.0,07/01/2010,06/30/2013
8562,HURLEY MEDICAL CENTER,230132,MI,READM-30-COPD-HRRP,347,0.975,20.7,21.3,70.0,07/01/2010,06/30/2013
6519,ST JOSEPH MEDICAL CENTER,140162,IL,READM-30-HF-HRRP,347,1.0022,21.6,21.5,75.0,07/01/2010,06/30/2013
